answer_id,local-authority-code,question_id,audited_answer,score,max_score
LBC_s4_coms_q15_sp3,LBC,s4_coms_q15_sp3,,,1
LBC_s3_c&a_q11_sp2,LBC,s3_c&a_q11_sp2,,,1
LBC_s4_coms_q15_sp2,LBC,s4_coms_q15_sp2,,,1
LBC_s2_m&a_q8_sp7,LBC,s2_m&a_q8_sp7,,,1
LBC_s2_m&a_q8_sp3,LBC,s2_m&a_q8_sp3,,,1
LBC_s1_gov_q2_sp3,LBC,s1_gov_q2_sp3,,,2
LBC_s8_est_q24_sp1,LBC,s8_est_q24_sp1,,,1
LBC_s1_gov_q6_sp2,LBC,s1_gov_q6_sp2,,,1
LBC_s3_c&a_q10_sp1,LBC,s3_c&a_q10_sp1,,,1
LBC_s2_m&a_q9_sp4,LBC,s2_m&a_q9_sp4,,,1
LBC_s6_cb_q21_sp1,LBC,s6_cb_q21_sp1,,,1
LBC_s5_mset_q18_sp2,LBC,s5_mset_q18_sp2,,,1
LBC_s3_c&a_q11_sp1,LBC,s3_c&a_q11_sp1,,,1
LBC_s2_m&a_q9_sp2,LBC,s2_m&a_q9_sp2,,,1
LBC_s1_gov_q3_sp1,LBC,s1_gov_q3_sp1,,,1
LBC_s4_coms_q13_sp3_new,LBC,s4_coms_q13_sp3_new,,,1
LBC_s2_m&a_q8_sp2,LBC,s2_m&a_q8_sp2,,,1
LBC_s2_m&a_q8_sp5,LBC,s2_m&a_q8_sp5,,,1
LBC_s1_gov_q1_sp2,LBC,s1_gov_q1_sp2,,,1
LBC_s4_coms_q14_sp2,LBC,s4_coms_q14_sp2,,,1
LBC_s9_ee_q28_sp1,LBC,s9_ee_q28_sp1,,,1
LBC_s1_gov_q4_sp3,LBC,s1_gov_q4_sp3,,,1
LBC_s1_gov_q6_sp3,LBC,s1_gov_q6_sp3,,,1
LBC_s5_mset_q18_sp1,LBC,s5_mset_q18_sp1,,,1
LBC_s2_m&a_q8_sp4,LBC,s2_m&a_q8_sp4,,,1
LBC_s7_dsi_q22_sp2,LBC,s7_dsi_q22_sp2,,,2
LBC_s2_m&a_q7_sp1,LBC,s2_m&a_q7_sp1,,,1
LBC_s1_gov_q1_sp1,LBC,s1_gov_q1_sp1,,,1
LBC_s3_c&a_q12_sp1,LBC,s3_c&a_q12_sp1,,,1
LBC_s2_m&a_q8_sp8,LBC,s2_m&a_q8_sp8,,,1
LBC_s1_gov_q5_sp2,LBC,s1_gov_q5_sp2,,,1
LBC_s2_m&a_q8_sp1,LBC,s2_m&a_q8_sp1,,,1
LBC_s7_dsi_q23_sp1,LBC,s7_dsi_q23_sp1,,,1
LBC_s1_gov_q2_sp2,LBC,s1_gov_q2_sp2,,,1
LBC_s2_m&a_q9_sp3,LBC,s2_m&a_q9_sp3,,,1
LBC_s1_gov_q2_sp1_v2,LBC,s1_gov_q2_sp1_v2,,,1
LBC_s2_m&a_q9_sp5,LBC,s2_m&a_q9_sp5,,,1
LBC_s8_est_q25_sp1,LBC,s8_est_q25_sp1,,,1
LBH_s7_dsi_q22_sp2,LBH,s7_dsi_q22_sp2,False,0.0,2
LBH_s3_c&a_q12_sp2,LBH,s3_c&a_q12_sp2,False,0.0,1
LBH_s2_m&a_q8_sp6,LBH,s2_m&a_q8_sp6,False,0.0,1
LBH_s5_mset_q19_sp2,LBH,s5_mset_q19_sp2,True,1.0,1
LBH_s1_gov_q4_sp5,LBH,s1_gov_q4_sp5,False,0.0,1
LBH_s7_dsi_q22_sp1,LBH,s7_dsi_q22_sp1,False,0.0,2
LBH_s2_m&a_q8_sp1,LBH,s2_m&a_q8_sp1,False,0.0,1
LBH_s2_m&a_q9_sp4,LBH,s2_m&a_q9_sp4,False,0.0,1
LBH_s4_coms_q13_sp2,LBH,s4_coms_q13_sp2,False,0.0,1
LBH_s2_m&a_q8_sp7,LBH,s2_m&a_q8_sp7,False,0.0,1
LBH_s5_mset_q18_sp1,LBH,s5_mset_q18_sp1,False,0.0,1
LBH_s1_gov_q6_sp1,LBH,s1_gov_q6_sp1,True,1.0,1
LBH_s2_m&a_q8_sp3,LBH,s2_m&a_q8_sp3,False,0.0,1
LBH_s9_ee_q27_sp2,LBH,s9_ee_q27_sp2,True,1.0,1
LBH_s3_c&a_q10_sp3,LBH,s3_c&a_q10_sp3,False,0.0,1
LBH_s2_m&a_q9_sp6,LBH,s2_m&a_q9_sp6,False,0.0,1
LBH_s2_m&a_q9_sp3,LBH,s2_m&a_q9_sp3,False,0.0,1
LBH_s3_c&a_q12_sp1,LBH,s3_c&a_q12_sp1,False,0.0,1
LBH_s2_m&a_q9_sp2,LBH,s2_m&a_q9_sp2,False,0.0,1
LBH_s2_m&a_q9_sp1,LBH,s2_m&a_q9_sp1,False,0.0,1
LBH_s1_gov_q5_sp1,LBH,s1_gov_q5_sp1,False,0.0,1
LBH_s1_gov_q3_sp1,LBH,s1_gov_q3_sp1,False,0.0,1
LBH_s4_coms_q14_sp2,LBH,s4_coms_q14_sp2,False,0.0,1
LBH_s2_m&a_q9_sp8,LBH,s2_m&a_q9_sp8,False,0.0,1
LBH_s4_coms_q13_sp3_new,LBH,s4_coms_q13_sp3_new,True,1.0,1
LBH_s1_gov_q1_sp3,LBH,s1_gov_q1_sp3,False,0.0,1
LBH_s1_gov_q1_sp2,LBH,s1_gov_q1_sp2,True,1.0,1
LBH_s3_c&a_q10_sp1,LBH,s3_c&a_q10_sp1,True,1.0,1
LBH_s5_mset_q18_sp2,LBH,s5_mset_q18_sp2,True,1.0,1
LBH_s1_gov_q6_sp2,LBH,s1_gov_q6_sp2,False,0.0,1
LBH_s4_coms_q16_sp1,LBH,s4_coms_q16_sp1,False,0.0,1
LBH_s7_dsi_q23_sp1,LBH,s7_dsi_q23_sp1,False,0.0,1
LBH_s4_coms_q15_sp3,LBH,s4_coms_q15_sp3,True,1.0,1
LBH_s1_gov_q3_sp2,LBH,s1_gov_q3_sp2,True,1.0,1
LBH_s3_c&a_q11_sp2,LBH,s3_c&a_q11_sp2,True,1.0,1
LBH_s1_gov_q4_sp1,LBH,s1_gov_q4_sp1,False,0.0,1
LBH_s6_cb_q20_sp1,LBH,s6_cb_q20_sp1,3 areas covered,1.0,2
LBH_s8_est_q26_sp2,LBH,s8_est_q26_sp2,False,0.0,1
LBH_s1_gov_q4_sp4,LBH,s1_gov_q4_sp4,True,1.0,1
LBH_s2_m&a_q9_sp7,LBH,s2_m&a_q9_sp7,False,0.0,1
LBH_s5_mset_q19_sp1,LBH,s5_mset_q19_sp1,True,1.0,1
LBH_s4_coms_q17_sp1,LBH,s4_coms_q17_sp1,False,0.0,1
LBH_s1_gov_q4_sp2,LBH,s1_gov_q4_sp2,False,0.0,1
LBH_s3_c&a_q10_sp2,LBH,s3_c&a_q10_sp2,True,1.0,1
LBH_s2_m&a_q8_sp8,LBH,s2_m&a_q8_sp8,True,1.0,1
LBH_s8_est_q25_sp1,LBH,s8_est_q25_sp1,False,0.0,1
LBH_s4_coms_q15_sp1,LBH,s4_coms_q15_sp1,True,1.0,1
LBH_s2_m&a_q8_sp9,LBH,s2_m&a_q8_sp9,False,0.0,1
LBH_s8_est_q26_sp1,LBH,s8_est_q26_sp1,False,0.0,1
LBH_s6_cb_q21_sp1,LBH,s6_cb_q21_sp1,True,1.0,1
LBH_s2_m&a_q9_sp5,LBH,s2_m&a_q9_sp5,False,0.0,1
LBH_s1_gov_q2_sp2,LBH,s1_gov_q2_sp2,True,1.0,1
LBH_s4_coms_q14_sp1,LBH,s4_coms_q14_sp1,False,0.0,1
LBH_s1_gov_q2_sp1_v2,LBH,s1_gov_q2_sp1_v2,False,0.0,1
LBH_s6_cb_q21_sp2,LBH,s6_cb_q21_sp2,False,0.0,1
LBH_s2_m&a_q8_sp2,LBH,s2_m&a_q8_sp2,True,1.0,1
LBH_s1_gov_q1_sp1,LBH,s1_gov_q1_sp1,True,1.0,1
LBH_s4_coms_q15_sp2,LBH,s4_coms_q15_sp2,True,1.0,1
LBH_s8_est_q25_sp2,LBH,s8_est_q25_sp2,False,0.0,1
LBH_s9_ee_q28_sp1,LBH,s9_ee_q28_sp1,False,0.0,1
LBH_s1_gov_q2_sp3,LBH,s1_gov_q2_sp3,False,0.0,2
LBH_s1_gov_q5_sp2,LBH,s1_gov_q5_sp2,False,0.0,1
LBH_s2_m&a_q8_sp4,LBH,s2_m&a_q8_sp4,False,0.0,1
LBH_s5_mset_q18_sp3,LBH,s5_mset_q18_sp3,True,1.0,1
LBH_s2_m&a_q8_sp5,LBH,s2_m&a_q8_sp5,False,0.0,1
LBH_s9_ee_q27_sp3,LBH,s9_ee_q27_sp3,True,1.0,1
LBH_s3_c&a_q11_sp1,LBH,s3_c&a_q11_sp1,True,1.0,1
LBH_s8_est_q24_sp1,LBH,s8_est_q24_sp1,False,0.0,1
LBH_s1_gov_q2_sp1_v2_b,LBH,s1_gov_q2_sp1_v2_b,No,0.0,2
LBH_s9_ee_q27_sp1,LBH,s9_ee_q27_sp1,True,1.0,1
LBH_s2_m&a_q7_sp1,LBH,s2_m&a_q7_sp1,True,1.0,1
LBH_s1_gov_q4_sp3,LBH,s1_gov_q4_sp3,False,0.0,1
LBH_s1_gov_q6_sp3,LBH,s1_gov_q6_sp3,True,1.0,1
LCE_s8_est_q25_sp2,LCE,s8_est_q25_sp2,False,0.0,1
LCE_s4_coms_q13_sp3_new,LCE,s4_coms_q13_sp3_new,True,1.0,1
LCE_s2_m&a_q9_sp2,LCE,s2_m&a_q9_sp2,True,1.0,1
LCE_s9_ee_q28_sp1,LCE,s9_ee_q28_sp1,False,0.0,1
LCE_s2_m&a_q8_sp5,LCE,s2_m&a_q8_sp5,True,1.0,1
LCE_s1_gov_q3_sp1,LCE,s1_gov_q3_sp1,False,0.0,1
LCE_s6_cb_q20_sp1,LCE,s6_cb_q20_sp1,3 areas covered,1.0,2
LCE_s8_est_q25_sp1,LCE,s8_est_q25_sp1,True,1.0,1
LCE_s2_m&a_q8_sp8,LCE,s2_m&a_q8_sp8,True,1.0,1
LCE_s1_gov_q6_sp1,LCE,s1_gov_q6_sp1,True,1.0,1
LCE_s2_m&a_q8_sp6,LCE,s2_m&a_q8_sp6,True,1.0,1
LCE_s1_gov_q3_sp2,LCE,s1_gov_q3_sp2,True,1.0,1
LCE_s7_dsi_q22_sp1,LCE,s7_dsi_q22_sp1,False,0.0,2
LCE_s1_gov_q1_sp1,LCE,s1_gov_q1_sp1,True,1.0,1
LCE_s2_m&a_q8_sp7,LCE,s2_m&a_q8_sp7,True,1.0,1
LCE_s4_coms_q15_sp2,LCE,s4_coms_q15_sp2,True,1.0,1
LCE_s1_gov_q2_sp3,LCE,s1_gov_q2_sp3,3 bullet points covered,1.0,2
LCE_s3_c&a_q10_sp3,LCE,s3_c&a_q10_sp3,False,0.0,1
LCE_s2_m&a_q9_sp6,LCE,s2_m&a_q9_sp6,False,0.0,1
LCE_s1_gov_q5_sp2,LCE,s1_gov_q5_sp2,True,1.0,1
LCE_s1_gov_q6_sp2,LCE,s1_gov_q6_sp2,True,1.0,1
LCE_s7_dsi_q23_sp1,LCE,s7_dsi_q23_sp1,False,0.0,1
LCE_s4_coms_q16_sp1,LCE,s4_coms_q16_sp1,True,1.0,1
LCE_s8_est_q24_sp1,LCE,s8_est_q24_sp1,False,0.0,1
LCE_s6_cb_q21_sp2,LCE,s6_cb_q21_sp2,True,1.0,1
LCE_s1_gov_q4_sp1,LCE,s1_gov_q4_sp1,True,1.0,1
LCE_s2_m&a_q9_sp7,LCE,s2_m&a_q9_sp7,True,1.0,1
LCE_s4_coms_q17_sp1,LCE,s4_coms_q17_sp1,True,1.0,1
LCE_s3_c&a_q10_sp2,LCE,s3_c&a_q10_sp2,True,1.0,1
LCE_s2_m&a_q9_sp8,LCE,s2_m&a_q9_sp8,False,0.0,1
LCE_s4_coms_q15_sp1,LCE,s4_coms_q15_sp1,True,1.0,1
LCE_s6_cb_q21_sp1,LCE,s6_cb_q21_sp1,True,1.0,1
LCE_s1_gov_q2_sp2,LCE,s1_gov_q2_sp2,True,1.0,1
LCE_s3_c&a_q10_sp1,LCE,s3_c&a_q10_sp1,True,1.0,1
LCE_s1_gov_q4_sp2,LCE,s1_gov_q4_sp2,True,1.0,1
LCE_s7_dsi_q22_sp2,LCE,s7_dsi_q22_sp2,False,0.0,2
LCE_s9_ee_q27_sp2,LCE,s9_ee_q27_sp2,True,1.0,1
LCE_s2_m&a_q8_sp9,LCE,s2_m&a_q8_sp9,True,1.0,1
LCE_s3_c&a_q12_sp1,LCE,s3_c&a_q12_sp1,True,1.0,1
LCE_s4_coms_q14_sp2,LCE,s4_coms_q14_sp2,True,1.0,1
LCE_s2_m&a_q8_sp1,LCE,s2_m&a_q8_sp1,True,1.0,1
LCE_s5_mset_q19_sp1,LCE,s5_mset_q19_sp1,True,1.0,1
LCE_s5_mset_q19_sp2,LCE,s5_mset_q19_sp2,True,1.0,1
LCE_s1_gov_q4_sp5,LCE,s1_gov_q4_sp5,True,1.0,1
LCE_s1_gov_q4_sp4,LCE,s1_gov_q4_sp4,True,1.0,1
LCE_s5_mset_q18_sp3,LCE,s5_mset_q18_sp3,False,0.0,1
LCE_s1_gov_q2_sp1_v2_b,LCE,s1_gov_q2_sp1_v2_b,A target of 2030 or earlier,2.0,2
LCE_s8_est_q26_sp1,LCE,s8_est_q26_sp1,False,0.0,1
LCE_s5_mset_q18_sp2,LCE,s5_mset_q18_sp2,True,1.0,1
LCE_s9_ee_q27_sp3,LCE,s9_ee_q27_sp3,True,1.0,1
LCE_s8_est_q26_sp2,LCE,s8_est_q26_sp2,False,0.0,1
LCE_s1_gov_q1_sp2,LCE,s1_gov_q1_sp2,True,1.0,1
LCE_s2_m&a_q9_sp1,LCE,s2_m&a_q9_sp1,True,1.0,1
LCE_s1_gov_q2_sp1_v2,LCE,s1_gov_q2_sp1_v2,True,1.0,1
LCE_s1_gov_q1_sp3,LCE,s1_gov_q1_sp3,True,1.0,1
LCE_s9_ee_q27_sp1,LCE,s9_ee_q27_sp1,True,1.0,1
LCE_s4_coms_q15_sp3,LCE,s4_coms_q15_sp3,True,1.0,1
LCE_s3_c&a_q11_sp2,LCE,s3_c&a_q11_sp2,True,1.0,1
LCE_s2_m&a_q8_sp2,LCE,s2_m&a_q8_sp2,True,1.0,1
LCE_s4_coms_q14_sp1,LCE,s4_coms_q14_sp1,True,1.0,1
LCE_s2_m&a_q8_sp3,LCE,s2_m&a_q8_sp3,True,1.0,1
LCE_s2_m&a_q7_sp1,LCE,s2_m&a_q7_sp1,True,1.0,1
LCE_s2_m&a_q8_sp4,LCE,s2_m&a_q8_sp4,True,1.0,1
LCE_s1_gov_q6_sp3,LCE,s1_gov_q6_sp3,True,1.0,1
LCE_s1_gov_q4_sp3,LCE,s1_gov_q4_sp3,True,1.0,1
LCE_s2_m&a_q9_sp4,LCE,s2_m&a_q9_sp4,True,1.0,1
LCE_s3_c&a_q11_sp1,LCE,s3_c&a_q11_sp1,True,1.0,1
LCE_s1_gov_q5_sp1,LCE,s1_gov_q5_sp1,True,1.0,1
LCE_s2_m&a_q9_sp3,LCE,s2_m&a_q9_sp3,False,0.0,1
LCE_s4_coms_q13_sp2,LCE,s4_coms_q13_sp2,True,1.0,1
LCE_s5_mset_q18_sp1,LCE,s5_mset_q18_sp1,True,1.0,1
LCE_s3_c&a_q12_sp2,LCE,s3_c&a_q12_sp2,True,1.0,1
LCE_s2_m&a_q9_sp5,LCE,s2_m&a_q9_sp5,True,1.0,1
LCR_s4_coms_q15_sp1,LCR,s4_coms_q15_sp1,False,0.0,1
LCR_s1_gov_q5_sp1,LCR,s1_gov_q5_sp1,False,0.0,1
LCR_s5_mset_q18_sp1,LCR,s5_mset_q18_sp1,True,1.0,1
LCR_s2_m&a_q9_sp1,LCR,s2_m&a_q9_sp1,False,0.0,1
LCR_s1_gov_q2_sp1_v2,LCR,s1_gov_q2_sp1_v2,False,0.0,1
LCR_s8_est_q26_sp2,LCR,s8_est_q26_sp2,True,1.0,1
LCR_s9_ee_q27_sp3,LCR,s9_ee_q27_sp3,True,1.0,1
LCR_s2_m&a_q9_sp3,LCR,s2_m&a_q9_sp3,True,1.0,1
LCR_s6_cb_q20_sp1,LCR,s6_cb_q20_sp1,False,0.0,2
LCR_s5_mset_q18_sp2,LCR,s5_mset_q18_sp2,True,1.0,1
LCR_s8_est_q26_sp1,LCR,s8_est_q26_sp1,True,1.0,1
LCR_s8_est_q24_sp1,LCR,s8_est_q24_sp1,True,1.0,1
LCR_s1_gov_q2_sp1_v2_b,LCR,s1_gov_q2_sp1_v2_b,A target of 2031 - 2050,1.0,2
LCR_s1_gov_q1_sp1,LCR,s1_gov_q1_sp1,True,1.0,1
LCR_s1_gov_q4_sp4,LCR,s1_gov_q4_sp4,False,0.0,1
LCR_s5_mset_q18_sp3,LCR,s5_mset_q18_sp3,False,0.0,1
LCR_s9_ee_q27_sp2,LCR,s9_ee_q27_sp2,False,0.0,1
LCR_s3_c&a_q12_sp2,LCR,s3_c&a_q12_sp2,False,0.0,1
LCR_s4_coms_q15_sp2,LCR,s4_coms_q15_sp2,False,0.0,1
LCR_s5_mset_q19_sp2,LCR,s5_mset_q19_sp2,False,0.0,1
LCR_s1_gov_q4_sp5,LCR,s1_gov_q4_sp5,True,1.0,1
LCR_s2_m&a_q9_sp7,LCR,s2_m&a_q9_sp7,True,1.0,1
LCR_s1_gov_q6_sp1,LCR,s1_gov_q6_sp1,True,1.0,1
LCR_s2_m&a_q8_sp6,LCR,s2_m&a_q8_sp6,True,1.0,1
LCR_s2_m&a_q9_sp8,LCR,s2_m&a_q9_sp8,True,1.0,1
LCR_s7_dsi_q23_sp1,LCR,s7_dsi_q23_sp1,False,0.0,1
LCR_s8_est_q25_sp2,LCR,s8_est_q25_sp2,True,1.0,1
LCR_s1_gov_q1_sp3,LCR,s1_gov_q1_sp3,True,1.0,1
LCR_s9_ee_q28_sp1,LCR,s9_ee_q28_sp1,False,0.0,1
LCR_s4_coms_q13_sp2,LCR,s4_coms_q13_sp2,False,0.0,1
LCR_s7_dsi_q22_sp1,LCR,s7_dsi_q22_sp1,False,0.0,2
LCR_s6_cb_q21_sp2,LCR,s6_cb_q21_sp2,True,1.0,1
LCR_s2_m&a_q8_sp5,LCR,s2_m&a_q8_sp5,True,1.0,1
LCR_s2_m&a_q9_sp4,LCR,s2_m&a_q9_sp4,True,1.0,1
LCR_s2_m&a_q8_sp2,LCR,s2_m&a_q8_sp2,True,1.0,1
LCR_s1_gov_q4_sp3,LCR,s1_gov_q4_sp3,False,0.0,1
LCR_s7_dsi_q22_sp2,LCR,s7_dsi_q22_sp2,False,0.0,2
LCR_s1_gov_q4_sp2,LCR,s1_gov_q4_sp2,False,0.0,1
LCR_s1_gov_q6_sp3,LCR,s1_gov_q6_sp3,False,0.0,1
LCR_s2_m&a_q8_sp4,LCR,s2_m&a_q8_sp4,True,1.0,1
LCR_s3_c&a_q10_sp3,LCR,s3_c&a_q10_sp3,False,0.0,1
LCR_s6_cb_q21_sp1,LCR,s6_cb_q21_sp1,False,0.0,1
LCR_s4_coms_q14_sp1,LCR,s4_coms_q14_sp1,True,1.0,1
LCR_s1_gov_q6_sp2,LCR,s1_gov_q6_sp2,False,0.0,1
LCR_s1_gov_q2_sp2,LCR,s1_gov_q2_sp2,False,0.0,1
LCR_s4_coms_q16_sp1,LCR,s4_coms_q16_sp1,True,1.0,1
LCR_s2_m&a_q8_sp8,LCR,s2_m&a_q8_sp8,True,1.0,1
LCR_s4_coms_q15_sp3,LCR,s4_coms_q15_sp3,False,0.0,1
LCR_s3_c&a_q10_sp2,LCR,s3_c&a_q10_sp2,False,0.0,1
LCR_s1_gov_q4_sp1,LCR,s1_gov_q4_sp1,True,1.0,1
LCR_s9_ee_q27_sp1,LCR,s9_ee_q27_sp1,True,1.0,1
LCR_s3_c&a_q10_sp1,LCR,s3_c&a_q10_sp1,True,1.0,1
LCR_s1_gov_q5_sp2,LCR,s1_gov_q5_sp2,True,1.0,1
LCR_s1_gov_q3_sp2,LCR,s1_gov_q3_sp2,True,1.0,1
LCR_s2_m&a_q8_sp3,LCR,s2_m&a_q8_sp3,True,1.0,1
LCR_s5_mset_q19_sp1,LCR,s5_mset_q19_sp1,True,1.0,1
LCR_s2_m&a_q8_sp7,LCR,s2_m&a_q8_sp7,True,1.0,1
LCR_s2_m&a_q8_sp9,LCR,s2_m&a_q8_sp9,True,1.0,1
LCR_s2_m&a_q9_sp6,LCR,s2_m&a_q9_sp6,True,1.0,1
LCR_s2_m&a_q9_sp2,LCR,s2_m&a_q9_sp2,True,1.0,1
LCR_s4_coms_q14_sp2,LCR,s4_coms_q14_sp2,False,0.0,1
LCR_s4_coms_q17_sp1,LCR,s4_coms_q17_sp1,False,0.0,1
LCR_s2_m&a_q8_sp1,LCR,s2_m&a_q8_sp1,True,1.0,1
LCR_s1_gov_q3_sp1,LCR,s1_gov_q3_sp1,True,1.0,1
LCR_s2_m&a_q7_sp1,LCR,s2_m&a_q7_sp1,False,0.0,1
LCR_s4_coms_q13_sp3_new,LCR,s4_coms_q13_sp3_new,True,1.0,1
LCR_s1_gov_q1_sp2,LCR,s1_gov_q1_sp2,False,0.0,1
LCR_s2_m&a_q9_sp5,LCR,s2_m&a_q9_sp5,False,0.0,1
LCR_s8_est_q25_sp1,LCR,s8_est_q25_sp1,True,1.0,1
LCR_s1_gov_q2_sp3,LCR,s1_gov_q2_sp3,False,0.0,2
LCR_s3_c&a_q12_sp1,LCR,s3_c&a_q12_sp1,False,0.0,1
LDS_s1_gov_q5_sp2,LDS,s1_gov_q5_sp2,True,1.0,1
LDS_s2_m&a_q8_sp7,LDS,s2_m&a_q8_sp7,True,1.0,1
LDS_s7_dsi_q23_sp1,LDS,s7_dsi_q23_sp1,True,1.0,1
LDS_s2_m&a_q8_sp2,LDS,s2_m&a_q8_sp2,True,1.0,1
LDS_s5_mset_q18_sp1,LDS,s5_mset_q18_sp1,True,1.0,1
LDS_s1_gov_q6_sp3,LDS,s1_gov_q6_sp3,True,1.0,1
LDS_s2_m&a_q7_sp1,LDS,s2_m&a_q7_sp1,False,0.0,1
LDS_s2_m&a_q9_sp3,LDS,s2_m&a_q9_sp3,False,0.0,1
LDS_s2_m&a_q8_sp4,LDS,s2_m&a_q8_sp4,True,1.0,1
LDS_s3_c&a_q12_sp1,LDS,s3_c&a_q12_sp1,True,1.0,1
LDS_s7_dsi_q22_sp2,LDS,s7_dsi_q22_sp2,5 or more areas covered,2.0,2
LDS_s1_gov_q5_sp1,LDS,s1_gov_q5_sp1,True,1.0,1
LDS_s2_m&a_q9_sp1,LDS,s2_m&a_q9_sp1,True,1.0,1
LDS_s8_est_q25_sp2,LDS,s8_est_q25_sp2,True,1.0,1
LDS_s1_gov_q2_sp2,LDS,s1_gov_q2_sp2,True,1.0,1
LDS_s2_m&a_q8_sp8,LDS,s2_m&a_q8_sp8,True,1.0,1
LDS_s3_c&a_q10_sp2,LDS,s3_c&a_q10_sp2,True,1.0,1
LDS_s1_gov_q6_sp2,LDS,s1_gov_q6_sp2,False,0.0,1
LDS_s4_coms_q16_sp1,LDS,s4_coms_q16_sp1,False,0.0,1
LDS_s5_mset_q18_sp2,LDS,s5_mset_q18_sp2,True,1.0,1
LDS_s1_gov_q2_sp3,LDS,s1_gov_q2_sp3,False,0.0,2
LDS_s9_ee_q27_sp1,LDS,s9_ee_q27_sp1,True,1.0,1
LDS_s4_coms_q15_sp3,LDS,s4_coms_q15_sp3,False,0.0,1
LDS_s6_cb_q21_sp1,LDS,s6_cb_q21_sp1,True,1.0,1
LDS_s1_gov_q3_sp1,LDS,s1_gov_q3_sp1,True,1.0,1
LDS_s1_gov_q4_sp1,LDS,s1_gov_q4_sp1,True,1.0,1
LDS_s2_m&a_q8_sp3,LDS,s2_m&a_q8_sp3,True,1.0,1
LDS_s3_c&a_q10_sp1,LDS,s3_c&a_q10_sp1,True,1.0,1
LDS_s2_m&a_q8_sp9,LDS,s2_m&a_q8_sp9,True,1.0,1
LDS_s2_m&a_q8_sp6,LDS,s2_m&a_q8_sp6,True,1.0,1
LDS_s4_coms_q14_sp1,LDS,s4_coms_q14_sp1,True,1.0,1
LDS_s1_gov_q1_sp3,LDS,s1_gov_q1_sp3,True,1.0,1
LDS_s2_m&a_q9_sp2,LDS,s2_m&a_q9_sp2,True,1.0,1
LDS_s1_gov_q3_sp2,LDS,s1_gov_q3_sp2,True,1.0,1
LDS_s8_est_q26_sp2,LDS,s8_est_q26_sp2,False,0.0,1
LDS_s2_m&a_q9_sp6,LDS,s2_m&a_q9_sp6,False,0.0,1
LDS_s6_cb_q20_sp1,LDS,s6_cb_q20_sp1,5 more areas covered,2.0,2
LDS_s4_coms_q17_sp1,LDS,s4_coms_q17_sp1,True,1.0,1
LDS_s5_mset_q18_sp3,LDS,s5_mset_q18_sp3,False,0.0,1
LDS_s2_m&a_q8_sp5,LDS,s2_m&a_q8_sp5,True,1.0,1
LDS_s4_coms_q13_sp2,LDS,s4_coms_q13_sp2,True,1.0,1
LDS_s9_ee_q27_sp2,LDS,s9_ee_q27_sp2,True,1.0,1
LDS_s1_gov_q2_sp1_v2,LDS,s1_gov_q2_sp1_v2,False,0.0,1
LDS_s9_ee_q27_sp3,LDS,s9_ee_q27_sp3,True,1.0,1
LDS_s4_coms_q13_sp3_new,LDS,s4_coms_q13_sp3_new,True,1.0,1
LDS_s6_cb_q21_sp2,LDS,s6_cb_q21_sp2,True,1.0,1
LDS_s1_gov_q4_sp5,LDS,s1_gov_q4_sp5,True,1.0,1
LDS_s4_coms_q15_sp2,LDS,s4_coms_q15_sp2,False,0.0,1
LDS_s1_gov_q6_sp1,LDS,s1_gov_q6_sp1,False,0.0,1
LDS_s7_dsi_q22_sp1,LDS,s7_dsi_q22_sp1,False,0.0,2
LDS_s2_m&a_q8_sp1,LDS,s2_m&a_q8_sp1,True,1.0,1
LDS_s2_m&a_q9_sp7,LDS,s2_m&a_q9_sp7,False,0.0,1
LDS_s8_est_q24_sp1,LDS,s8_est_q24_sp1,True,1.0,1
LDS_s4_coms_q14_sp2,LDS,s4_coms_q14_sp2,True,1.0,1
LDS_s5_mset_q19_sp2,LDS,s5_mset_q19_sp2,True,1.0,1
LDS_s3_c&a_q12_sp2,LDS,s3_c&a_q12_sp2,False,0.0,1
LDS_s1_gov_q4_sp4,LDS,s1_gov_q4_sp4,True,1.0,1
LDS_s9_ee_q28_sp1,LDS,s9_ee_q28_sp1,False,0.0,1
LDS_s1_gov_q1_sp2,LDS,s1_gov_q1_sp2,False,0.0,1
LDS_s8_est_q26_sp1,LDS,s8_est_q26_sp1,True,1.0,1
LDS_s1_gov_q4_sp2,LDS,s1_gov_q4_sp2,True,1.0,1
LDS_s8_est_q25_sp1,LDS,s8_est_q25_sp1,True,1.0,1
LDS_s1_gov_q2_sp1_v2_b,LDS,s1_gov_q2_sp1_v2_b,A target of 2030 or earlier,2.0,2
LDS_s1_gov_q4_sp3,LDS,s1_gov_q4_sp3,True,1.0,1
LDS_s3_c&a_q10_sp3,LDS,s3_c&a_q10_sp3,False,0.0,1
LDS_s4_coms_q15_sp1,LDS,s4_coms_q15_sp1,True,1.0,1
LDS_s2_m&a_q9_sp4,LDS,s2_m&a_q9_sp4,False,0.0,1
LDS_s3_c&a_q11_sp2,LDS,s3_c&a_q11_sp2,True,1.0,1
LDS_s2_m&a_q9_sp8,LDS,s2_m&a_q9_sp8,False,0.0,1
LDS_s3_c&a_q11_sp1,LDS,s3_c&a_q11_sp1,True,1.0,1
LDS_s5_mset_q19_sp1,LDS,s5_mset_q19_sp1,True,1.0,1
LDS_s1_gov_q1_sp1,LDS,s1_gov_q1_sp1,False,0.0,1
