local-authority-code,section,max_score,score,section_name
ENF,s2_m&a,18,8.0,Mitigation and adaptation
ENF,s3_c&a,7,5.0,Commitment and intergration
ENF,s4_coms,9,6.0,"Community, engagement and communications"
ENF,s5_mset,5,3.0,Measuring and setting emissions targets
ENF,s6_cb,4,1.0,Co-benefits
ENF,s7_dsi,5,0.0,Diversity and inclusion
ENF,s8_est,5,0.0,"Education, skills and training"
ENF,s9_ee,4,2.0,Ecological emergency
EPP,s1_gov,21,11.0,"Governance, development and funding"
EPP,s2_m&a,18,11.0,Mitigation and adaptation
EPP,s3_c&a,7,4.0,Commitment and intergration
EPP,s4_coms,9,6.0,"Community, engagement and communications"
EPP,s5_mset,5,3.0,Measuring and setting emissions targets
EPP,s6_cb,4,4.0,Co-benefits
EPP,s7_dsi,5,3.0,Diversity and inclusion
EPP,s8_est,5,2.0,"Education, skills and training"
EPP,s9_ee,4,2.0,Ecological emergency
EPS,s1_gov,21,10.0,"Governance, development and funding"
EPS,s2_m&a,18,14.0,Mitigation and adaptation
EPS,s3_c&a,7,6.0,Commitment and intergration
EPS,s4_coms,9,4.0,"Community, engagement and communications"
EPS,s5_mset,5,2.0,Measuring and setting emissions targets
EPS,s6_cb,4,2.0,Co-benefits
EPS,s7_dsi,5,0.0,Diversity and inclusion
EPS,s8_est,5,3.0,"Education, skills and training"
EPS,s9_ee,4,3.0,Ecological emergency
ERE,s1_gov,21,0.0,"Governance, development and funding"
ERE,s2_m&a,18,0.0,Mitigation and adaptation
ERE,s3_c&a,7,0.0,Commitment and intergration
ERE,s4_coms,9,0.0,"Community, engagement and communications"
ERE,s5_mset,5,0.0,Measuring and setting emissions targets
ERE,s6_cb,4,0.0,Co-benefits
ERE,s7_dsi,5,0.0,Diversity and inclusion
ERE,s8_est,5,0.0,"Education, skills and training"
ERE,s9_ee,4,0.0,Ecological emergency
ERW,s1_gov,21,0.0,"Governance, development and funding"
ERW,s2_m&a,18,0.0,Mitigation and adaptation
ERW,s3_c&a,7,0.0,Commitment and intergration
ERW,s4_coms,9,0.0,"Community, engagement and communications"
ERW,s5_mset,5,0.0,Measuring and setting emissions targets
ERW,s6_cb,4,0.0,Co-benefits
ERW,s7_dsi,5,0.0,Diversity and inclusion
ERW,s8_est,5,0.0,"Education, skills and training"
ERW,s9_ee,4,0.0,Ecological emergency
ERY,s1_gov,21,0.0,"Governance, development and funding"
ERY,s2_m&a,18,0.0,Mitigation and adaptation
ERY,s3_c&a,7,0.0,Commitment and intergration
ERY,s4_coms,9,0.0,"Community, engagement and communications"
ERY,s5_mset,5,0.0,Measuring and setting emissions targets
ERY,s6_cb,4,0.0,Co-benefits
ERY,s7_dsi,5,0.0,Diversity and inclusion
ERY,s8_est,5,0.0,"Education, skills and training"
ERY,s9_ee,4,0.0,Ecological emergency
ESK,s1_gov,21,0.0,"Governance, development and funding"
ESK,s2_m&a,18,0.0,Mitigation and adaptation
ESK,s3_c&a,7,0.0,Commitment and intergration
ESK,s4_coms,9,0.0,"Community, engagement and communications"
ESK,s5_mset,5,0.0,Measuring and setting emissions targets
ESK,s6_cb,4,0.0,Co-benefits
ESK,s7_dsi,5,0.0,Diversity and inclusion
ESK,s8_est,5,0.0,"Education, skills and training"
ESK,s9_ee,4,0.0,Ecological emergency
ESS,s1_gov,21,0.0,"Governance, development and funding"
ESS,s2_m&a,18,0.0,Mitigation and adaptation
ESS,s3_c&a,5,0.0,Commitment and intergration
ESS,s4_coms,9,0.0,"Community, engagement and communications"
ESS,s5_mset,5,0.0,Measuring and setting emissions targets
ESS,s6_cb,4,0.0,Co-benefits
ESS,s7_dsi,5,0.0,Diversity and inclusion
ESS,s8_est,5,0.0,"Education, skills and training"
ESS,s9_ee,4,0.0,Ecological emergency
EST,s1_gov,21,6.0,"Governance, development and funding"
EST,s2_m&a,18,5.0,Mitigation and adaptation
EST,s3_c&a,7,1.0,Commitment and intergration
EST,s4_coms,9,4.0,"Community, engagement and communications"
EST,s5_mset,5,1.0,Measuring and setting emissions targets
EST,s6_cb,4,1.0,Co-benefits
EST,s7_dsi,5,0.0,Diversity and inclusion
EST,s8_est,5,1.0,"Education, skills and training"
EST,s9_ee,4,1.0,Ecological emergency
ESX,s1_gov,21,9.0,"Governance, development and funding"
ESX,s2_m&a,18,2.0,Mitigation and adaptation
ESX,s3_c&a,5,3.0,Commitment and intergration
ESX,s4_coms,9,3.0,"Community, engagement and communications"
ESX,s5_mset,5,4.0,Measuring and setting emissions targets
ESX,s6_cb,4,3.0,Co-benefits
ESX,s7_dsi,5,0.0,Diversity and inclusion
ESX,s8_est,5,0.0,"Education, skills and training"
ESX,s9_ee,4,3.0,Ecological emergency
EXE,s1_gov,21,10.0,"Governance, development and funding"
EXE,s2_m&a,18,9.0,Mitigation and adaptation
EXE,s3_c&a,7,6.0,Commitment and intergration
EXE,s4_coms,9,6.0,"Community, engagement and communications"
EXE,s5_mset,5,3.0,Measuring and setting emissions targets
EXE,s6_cb,4,3.0,Co-benefits
EXE,s7_dsi,5,2.0,Diversity and inclusion
EXE,s8_est,5,3.0,"Education, skills and training"
EXE,s9_ee,4,3.0,Ecological emergency
FAL,s1_gov,21,6.0,"Governance, development and funding"
FAL,s2_m&a,18,0.0,Mitigation and adaptation
FAL,s3_c&a,7,1.0,Commitment and intergration
FAL,s4_coms,9,2.0,"Community, engagement and communications"
FAL,s5_mset,5,2.0,Measuring and setting emissions targets
FAL,s6_cb,4,0.0,Co-benefits
FAL,s7_dsi,5,0.0,Diversity and inclusion
FAL,s8_est,5,0.0,"Education, skills and training"
FAL,s9_ee,4,0.0,Ecological emergency
FAR,s1_gov,21,8.0,"Governance, development and funding"
FAR,s2_m&a,18,16.0,Mitigation and adaptation
FAR,s3_c&a,7,3.0,Commitment and intergration
FAR,s4_coms,9,7.0,"Community, engagement and communications"
FAR,s5_mset,5,5.0,Measuring and setting emissions targets
FAR,s6_cb,4,2.0,Co-benefits
FAR,s7_dsi,5,2.0,Diversity and inclusion
FAR,s8_est,5,2.0,"Education, skills and training"
FAR,s9_ee,4,3.0,Ecological emergency
FEN,s1_gov,21,0.0,"Governance, development and funding"
FEN,s2_m&a,18,0.0,Mitigation and adaptation
FEN,s3_c&a,7,0.0,Commitment and intergration
FEN,s4_coms,9,0.0,"Community, engagement and communications"
FEN,s5_mset,5,0.0,Measuring and setting emissions targets
FEN,s6_cb,4,0.0,Co-benefits
FEN,s7_dsi,5,0.0,Diversity and inclusion
FEN,s8_est,5,0.0,"Education, skills and training"
FEN,s9_ee,4,0.0,Ecological emergency
FIF,s1_gov,21,15.0,"Governance, development and funding"
FIF,s2_m&a,18,15.0,Mitigation and adaptation
FIF,s3_c&a,7,4.0,Commitment and intergration
FIF,s4_coms,9,6.0,"Community, engagement and communications"
FIF,s5_mset,5,4.0,Measuring and setting emissions targets
FIF,s6_cb,4,4.0,Co-benefits
FIF,s7_dsi,5,2.0,Diversity and inclusion
FIF,s8_est,5,5.0,"Education, skills and training"
FIF,s9_ee,4,1.0,Ecological emergency
FLN,s1_gov,21,0.0,"Governance, development and funding"
FLN,s2_m&a,18,0.0,Mitigation and adaptation
FLN,s3_c&a,7,0.0,Commitment and intergration
FLN,s4_coms,9,0.0,"Community, engagement and communications"
FLN,s5_mset,5,0.0,Measuring and setting emissions targets
FLN,s6_cb,4,0.0,Co-benefits
FLN,s7_dsi,5,0.0,Diversity and inclusion
FLN,s8_est,5,0.0,"Education, skills and training"
FLN,s9_ee,4,0.0,Ecological emergency
FMO,s1_gov,21,4.0,"Governance, development and funding"
FMO,s2_m&a,18,7.0,Mitigation and adaptation
FMO,s3_c&a,7,4.0,Commitment and intergration
FMO,s4_coms,9,3.0,"Community, engagement and communications"
FMO,s5_mset,5,1.0,Measuring and setting emissions targets
FMO,s6_cb,4,1.0,Co-benefits
FMO,s7_dsi,5,0.0,Diversity and inclusion
FMO,s8_est,5,1.0,"Education, skills and training"
FMO,s9_ee,4,0.0,Ecological emergency
FOE,s1_gov,21,10.0,"Governance, development and funding"
FOE,s2_m&a,18,9.0,Mitigation and adaptation
FOE,s3_c&a,7,3.0,Commitment and intergration
FOE,s4_coms,9,7.0,"Community, engagement and communications"
FOE,s5_mset,5,2.0,Measuring and setting emissions targets
FOE,s6_cb,4,2.0,Co-benefits
FOE,s7_dsi,5,0.0,Diversity and inclusion
FOE,s8_est,5,1.0,"Education, skills and training"
FOE,s9_ee,4,3.0,Ecological emergency
FYL,s1_gov,21,0.0,"Governance, development and funding"
FYL,s2_m&a,18,0.0,Mitigation and adaptation
FYL,s3_c&a,7,0.0,Commitment and intergration
FYL,s4_coms,9,0.0,"Community, engagement and communications"
FYL,s5_mset,5,0.0,Measuring and setting emissions targets
FYL,s6_cb,4,0.0,Co-benefits
FYL,s7_dsi,5,0.0,Diversity and inclusion
FYL,s8_est,5,0.0,"Education, skills and training"
FYL,s9_ee,4,0.0,Ecological emergency
GAT,s1_gov,21,3.0,"Governance, development and funding"
GAT,s2_m&a,18,0.0,Mitigation and adaptation
GAT,s3_c&a,7,0.0,Commitment and intergration
GAT,s4_coms,9,5.0,"Community, engagement and communications"
GAT,s5_mset,5,1.0,Measuring and setting emissions targets
GAT,s6_cb,4,2.0,Co-benefits
GAT,s7_dsi,5,0.0,Diversity and inclusion
GAT,s8_est,5,0.0,"Education, skills and training"
GAT,s9_ee,4,1.0,Ecological emergency
GED,s1_gov,21,11.0,"Governance, development and funding"
GED,s2_m&a,18,14.0,Mitigation and adaptation
GED,s3_c&a,7,3.0,Commitment and intergration
GED,s4_coms,9,4.0,"Community, engagement and communications"
GED,s5_mset,5,3.0,Measuring and setting emissions targets
GED,s6_cb,4,1.0,Co-benefits
GED,s7_dsi,5,0.0,Diversity and inclusion
GED,s8_est,5,2.0,"Education, skills and training"
GED,s9_ee,4,2.0,Ecological emergency
GLA,s1_gov,21,10.0,"Governance, development and funding"
GLA,s2_m&a,18,12.0,Mitigation and adaptation
GLA,s3_c&a,7,4.0,Commitment and intergration
GLA,s4_coms,9,8.0,"Community, engagement and communications"
GLA,s5_mset,5,4.0,Measuring and setting emissions targets
GLA,s6_cb,4,4.0,Co-benefits
GLA,s7_dsi,5,3.0,Diversity and inclusion
GLA,s8_est,5,2.0,"Education, skills and training"
GLA,s9_ee,4,3.0,Ecological emergency
GLG,s1_gov,21,16.0,"Governance, development and funding"
GLG,s2_m&a,18,11.0,Mitigation and adaptation
GLG,s3_c&a,7,6.0,Commitment and intergration
GLG,s4_coms,9,7.0,"Community, engagement and communications"
GLG,s5_mset,5,3.0,Measuring and setting emissions targets
GLG,s6_cb,4,4.0,Co-benefits
GLG,s7_dsi,5,2.0,Diversity and inclusion
GLG,s8_est,5,5.0,"Education, skills and training"
GLG,s9_ee,4,4.0,Ecological emergency
GLO,s1_gov,21,0.0,"Governance, development and funding"
GLO,s2_m&a,18,0.0,Mitigation and adaptation
GLO,s3_c&a,7,0.0,Commitment and intergration
GLO,s4_coms,9,0.0,"Community, engagement and communications"
GLO,s5_mset,5,0.0,Measuring and setting emissions targets
GLO,s6_cb,4,0.0,Co-benefits
GLO,s7_dsi,5,0.0,Diversity and inclusion
GLO,s8_est,5,0.0,"Education, skills and training"
GLO,s9_ee,4,0.0,Ecological emergency
GLS,s1_gov,21,8.0,"Governance, development and funding"
GLS,s2_m&a,18,7.0,Mitigation and adaptation
GLS,s3_c&a,5,3.0,Commitment and intergration
GLS,s4_coms,9,5.0,"Community, engagement and communications"
GLS,s5_mset,5,2.0,Measuring and setting emissions targets
GLS,s6_cb,4,0.0,Co-benefits
GLS,s7_dsi,5,0.0,Diversity and inclusion
GLS,s8_est,5,0.0,"Education, skills and training"
GLS,s9_ee,4,0.0,Ecological emergency
GMCA,s1_gov,21,6.0,"Governance, development and funding"
GMCA,s2_m&a,18,15.0,Mitigation and adaptation
GMCA,s3_c&a,5,2.0,Commitment and intergration
GMCA,s4_coms,9,6.0,"Community, engagement and communications"
GMCA,s5_mset,5,4.0,Measuring and setting emissions targets
GMCA,s6_cb,4,4.0,Co-benefits
GMCA,s7_dsi,5,1.0,Diversity and inclusion
GMCA,s8_est,5,3.0,"Education, skills and training"
GMCA,s9_ee,4,3.0,Ecological emergency
GOS,s1_gov,21,8.0,"Governance, development and funding"
GOS,s2_m&a,18,9.0,Mitigation and adaptation
GOS,s3_c&a,7,5.0,Commitment and intergration
GOS,s4_coms,9,4.0,"Community, engagement and communications"
GOS,s5_mset,5,3.0,Measuring and setting emissions targets
GOS,s6_cb,4,1.0,Co-benefits
GOS,s7_dsi,5,0.0,Diversity and inclusion
GOS,s8_est,5,1.0,"Education, skills and training"
GOS,s9_ee,4,2.0,Ecological emergency
GRA,s1_gov,21,12.0,"Governance, development and funding"
GRA,s2_m&a,18,11.0,Mitigation and adaptation
GRA,s3_c&a,7,5.0,Commitment and intergration
GRA,s4_coms,9,5.0,"Community, engagement and communications"
GRA,s5_mset,5,2.0,Measuring and setting emissions targets
GRA,s6_cb,4,4.0,Co-benefits
GRA,s7_dsi,5,1.0,Diversity and inclusion
GRA,s8_est,5,2.0,"Education, skills and training"
GRA,s9_ee,4,2.0,Ecological emergency
GRE,s1_gov,21,16.0,"Governance, development and funding"
GRE,s2_m&a,18,11.0,Mitigation and adaptation
GRE,s3_c&a,7,5.0,Commitment and intergration
GRE,s4_coms,9,5.0,"Community, engagement and communications"
GRE,s5_mset,5,4.0,Measuring and setting emissions targets
GRE,s6_cb,4,3.0,Co-benefits
GRE,s7_dsi,5,1.0,Diversity and inclusion
GRE,s8_est,5,4.0,"Education, skills and training"
GRE,s9_ee,4,2.0,Ecological emergency
GRT,s1_gov,21,7.0,"Governance, development and funding"
GRT,s2_m&a,18,17.0,Mitigation and adaptation
GRT,s3_c&a,7,3.0,Commitment and intergration
GRT,s4_coms,9,1.0,"Community, engagement and communications"
GRT,s5_mset,5,1.0,Measuring and setting emissions targets
GRT,s6_cb,4,2.0,Co-benefits
GRT,s7_dsi,5,0.0,Diversity and inclusion
GRT,s8_est,5,3.0,"Education, skills and training"
GRT,s9_ee,4,1.0,Ecological emergency
GRY,s1_gov,21,0.0,"Governance, development and funding"
GRY,s2_m&a,18,0.0,Mitigation and adaptation
GRY,s3_c&a,7,0.0,Commitment and intergration
GRY,s4_coms,9,0.0,"Community, engagement and communications"
GRY,s5_mset,5,0.0,Measuring and setting emissions targets
GRY,s6_cb,4,0.0,Co-benefits
GRY,s7_dsi,5,0.0,Diversity and inclusion
GRY,s8_est,5,0.0,"Education, skills and training"
GRY,s9_ee,4,0.0,Ecological emergency
GWN,s1_gov,21,0.0,"Governance, development and funding"
GWN,s2_m&a,18,0.0,Mitigation and adaptation
GWN,s3_c&a,7,0.0,Commitment and intergration
GWN,s4_coms,9,0.0,"Community, engagement and communications"
GWN,s5_mset,5,0.0,Measuring and setting emissions targets
GWN,s6_cb,4,0.0,Co-benefits
GWN,s7_dsi,5,0.0,Diversity and inclusion
GWN,s8_est,5,0.0,"Education, skills and training"
GWN,s9_ee,4,0.0,Ecological emergency
HAA,s1_gov,21,7.0,"Governance, development and funding"
HAA,s2_m&a,18,10.0,Mitigation and adaptation
HAA,s3_c&a,7,5.0,Commitment and intergration
HAA,s4_coms,9,5.0,"Community, engagement and communications"
HAA,s5_mset,5,1.0,Measuring and setting emissions targets
HAA,s6_cb,4,3.0,Co-benefits
HAA,s7_dsi,5,0.0,Diversity and inclusion
HAA,s8_est,5,1.0,"Education, skills and training"
HAA,s9_ee,4,3.0,Ecological emergency
HAE,s1_gov,21,4.0,"Governance, development and funding"
HAE,s2_m&a,18,3.0,Mitigation and adaptation
HAE,s3_c&a,7,3.0,Commitment and intergration
HAE,s4_coms,9,3.0,"Community, engagement and communications"
HAE,s5_mset,5,1.0,Measuring and setting emissions targets
HAE,s6_cb,4,0.0,Co-benefits
HAE,s7_dsi,5,0.0,Diversity and inclusion
HAE,s8_est,5,1.0,"Education, skills and training"
HAE,s9_ee,4,1.0,Ecological emergency
HAG,s1_gov,21,4.0,"Governance, development and funding"
HAG,s2_m&a,18,2.0,Mitigation and adaptation
HAG,s3_c&a,7,2.0,Commitment and intergration
HAG,s4_coms,9,3.0,"Community, engagement and communications"
HAG,s5_mset,5,1.0,Measuring and setting emissions targets
HAG,s6_cb,4,1.0,Co-benefits
HAG,s7_dsi,5,1.0,Diversity and inclusion
HAG,s8_est,5,0.0,"Education, skills and training"
HAG,s9_ee,4,0.0,Ecological emergency
HAL,s1_gov,21,0.0,"Governance, development and funding"
HAL,s2_m&a,18,0.0,Mitigation and adaptation
HAL,s3_c&a,7,0.0,Commitment and intergration
HAL,s4_coms,9,0.0,"Community, engagement and communications"
HAL,s5_mset,5,0.0,Measuring and setting emissions targets
HAL,s6_cb,4,0.0,Co-benefits
HAL,s7_dsi,5,0.0,Diversity and inclusion
HAL,s8_est,5,0.0,"Education, skills and training"
HAL,s9_ee,4,0.0,Ecological emergency
HAM,s1_gov,21,10.0,"Governance, development and funding"
HAM,s2_m&a,18,15.0,Mitigation and adaptation
HAM,s3_c&a,5,3.0,Commitment and intergration
HAM,s4_coms,9,6.0,"Community, engagement and communications"
HAM,s5_mset,5,3.0,Measuring and setting emissions targets
HAM,s6_cb,4,3.0,Co-benefits
HAM,s7_dsi,5,0.0,Diversity and inclusion
HAM,s8_est,5,1.0,"Education, skills and training"
HAM,s9_ee,4,2.0,Ecological emergency
HAO,s1_gov,21,4.0,"Governance, development and funding"
HAO,s2_m&a,18,13.0,Mitigation and adaptation
HAO,s3_c&a,7,4.0,Commitment and intergration
HAO,s4_coms,9,4.0,"Community, engagement and communications"
HAO,s5_mset,5,1.0,Measuring and setting emissions targets
HAO,s6_cb,4,4.0,Co-benefits
HAO,s7_dsi,5,0.0,Diversity and inclusion
HAO,s8_est,5,1.0,"Education, skills and training"
HAO,s9_ee,4,3.0,Ecological emergency
HAR,s1_gov,21,2.0,"Governance, development and funding"
HAR,s2_m&a,18,0.0,Mitigation and adaptation
HAR,s3_c&a,7,2.0,Commitment and intergration
HAR,s4_coms,9,0.0,"Community, engagement and communications"
HAR,s5_mset,5,0.0,Measuring and setting emissions targets
HAR,s6_cb,4,0.0,Co-benefits
HAR,s7_dsi,5,0.0,Diversity and inclusion
HAR,s8_est,5,0.0,"Education, skills and training"
HAR,s9_ee,4,0.0,Ecological emergency
HAS,s1_gov,21,8.0,"Governance, development and funding"
HAS,s2_m&a,18,5.0,Mitigation and adaptation
HAS,s3_c&a,7,4.0,Commitment and intergration
HAS,s4_coms,9,5.0,"Community, engagement and communications"
HAS,s5_mset,5,4.0,Measuring and setting emissions targets
HAS,s6_cb,4,3.0,Co-benefits
HAS,s7_dsi,5,0.0,Diversity and inclusion
HAS,s8_est,5,0.0,"Education, skills and training"
HAS,s9_ee,4,3.0,Ecological emergency
HAT,s1_gov,21,8.0,"Governance, development and funding"
HAT,s2_m&a,18,3.0,Mitigation and adaptation
HAT,s3_c&a,7,3.0,Commitment and intergration
HAT,s4_coms,9,4.0,"Community, engagement and communications"
HAT,s5_mset,5,1.0,Measuring and setting emissions targets
HAT,s6_cb,4,0.0,Co-benefits
HAT,s7_dsi,5,0.0,Diversity and inclusion
HAT,s8_est,5,0.0,"Education, skills and training"
HAT,s9_ee,4,0.0,Ecological emergency
HAV,s1_gov,21,0.0,"Governance, development and funding"
HAV,s2_m&a,18,0.0,Mitigation and adaptation
HAV,s3_c&a,7,0.0,Commitment and intergration
HAV,s4_coms,9,0.0,"Community, engagement and communications"
HAV,s5_mset,5,0.0,Measuring and setting emissions targets
HAV,s6_cb,4,0.0,Co-benefits
HAV,s7_dsi,5,0.0,Diversity and inclusion
HAV,s8_est,5,0.0,"Education, skills and training"
HAV,s9_ee,4,0.0,Ecological emergency
HCK,s1_gov,21,0.0,"Governance, development and funding"
HCK,s2_m&a,18,0.0,Mitigation and adaptation
HCK,s3_c&a,7,0.0,Commitment and intergration
HCK,s4_coms,9,0.0,"Community, engagement and communications"
HCK,s5_mset,5,0.0,Measuring and setting emissions targets
HCK,s6_cb,4,0.0,Co-benefits
HCK,s7_dsi,5,0.0,Diversity and inclusion
HCK,s8_est,5,0.0,"Education, skills and training"
HCK,s9_ee,4,0.0,Ecological emergency
HEF,s1_gov,21,10.0,"Governance, development and funding"
HEF,s2_m&a,18,11.0,Mitigation and adaptation
HEF,s3_c&a,7,6.0,Commitment and intergration
HEF,s4_coms,9,8.0,"Community, engagement and communications"
HEF,s5_mset,5,5.0,Measuring and setting emissions targets
HEF,s6_cb,4,0.0,Co-benefits
HEF,s7_dsi,5,0.0,Diversity and inclusion
HEF,s8_est,5,1.0,"Education, skills and training"
HEF,s9_ee,4,3.0,Ecological emergency
HER,s1_gov,21,3.0,"Governance, development and funding"
HER,s2_m&a,18,14.0,Mitigation and adaptation
HER,s3_c&a,7,5.0,Commitment and intergration
HER,s4_coms,9,5.0,"Community, engagement and communications"
HER,s5_mset,5,2.0,Measuring and setting emissions targets
HER,s6_cb,4,0.0,Co-benefits
HER,s7_dsi,5,0.0,Diversity and inclusion
HER,s8_est,5,1.0,"Education, skills and training"
HER,s9_ee,4,2.0,Ecological emergency
HIG,s1_gov,21,10.0,"Governance, development and funding"
HIG,s2_m&a,18,0.0,Mitigation and adaptation
HIG,s3_c&a,7,4.0,Commitment and intergration
HIG,s4_coms,9,4.0,"Community, engagement and communications"
HIG,s5_mset,5,5.0,Measuring and setting emissions targets
HIG,s6_cb,4,0.0,Co-benefits
HIG,s7_dsi,5,1.0,Diversity and inclusion
HIG,s8_est,5,1.0,"Education, skills and training"
HIG,s9_ee,4,2.0,Ecological emergency
HIL,s1_gov,21,7.0,"Governance, development and funding"
HIL,s2_m&a,18,5.0,Mitigation and adaptation
HIL,s3_c&a,7,2.0,Commitment and intergration
HIL,s4_coms,9,8.0,"Community, engagement and communications"
HIL,s5_mset,5,3.0,Measuring and setting emissions targets
HIL,s6_cb,4,1.0,Co-benefits
HIL,s7_dsi,5,0.0,Diversity and inclusion
HIL,s8_est,5,2.0,"Education, skills and training"
HIL,s9_ee,4,3.0,Ecological emergency
HIN,s1_gov,21,3.0,"Governance, development and funding"
HIN,s2_m&a,18,1.0,Mitigation and adaptation
HIN,s3_c&a,7,1.0,Commitment and intergration
HIN,s4_coms,9,5.0,"Community, engagement and communications"
HIN,s5_mset,5,0.0,Measuring and setting emissions targets
HIN,s6_cb,4,0.0,Co-benefits
HIN,s7_dsi,5,0.0,Diversity and inclusion
HIN,s8_est,5,1.0,"Education, skills and training"
HIN,s9_ee,4,0.0,Ecological emergency
HLD,s1_gov,21,0.0,"Governance, development and funding"
HLD,s2_m&a,18,0.0,Mitigation and adaptation
HLD,s3_c&a,7,0.0,Commitment and intergration
HLD,s4_coms,9,0.0,"Community, engagement and communications"
HLD,s5_mset,5,0.0,Measuring and setting emissions targets
HLD,s6_cb,4,0.0,Co-benefits
HLD,s7_dsi,5,0.0,Diversity and inclusion
HLD,s8_est,5,0.0,"Education, skills and training"
HLD,s9_ee,4,0.0,Ecological emergency
HMF,s1_gov,21,17.0,"Governance, development and funding"
HMF,s2_m&a,18,18.0,Mitigation and adaptation
HMF,s3_c&a,7,5.0,Commitment and intergration
HMF,s4_coms,9,7.0,"Community, engagement and communications"
HMF,s5_mset,5,5.0,Measuring and setting emissions targets
HMF,s6_cb,4,4.0,Co-benefits
HMF,s7_dsi,5,1.0,Diversity and inclusion
HMF,s8_est,5,5.0,"Education, skills and training"
HMF,s9_ee,4,3.0,Ecological emergency
HNS,s1_gov,21,15.0,"Governance, development and funding"
HNS,s2_m&a,18,10.0,Mitigation and adaptation
HNS,s3_c&a,7,6.0,Commitment and intergration
HNS,s4_coms,9,7.0,"Community, engagement and communications"
HNS,s5_mset,5,2.0,Measuring and setting emissions targets
HNS,s6_cb,4,3.0,Co-benefits
HNS,s7_dsi,5,2.0,Diversity and inclusion
HNS,s8_est,5,4.0,"Education, skills and training"
HNS,s9_ee,4,1.0,Ecological emergency
HOR,s1_gov,21,10.0,"Governance, development and funding"
HOR,s2_m&a,18,2.0,Mitigation and adaptation
HOR,s3_c&a,7,3.0,Commitment and intergration
HOR,s4_coms,9,3.0,"Community, engagement and communications"
HOR,s5_mset,5,2.0,Measuring and setting emissions targets
HOR,s6_cb,4,3.0,Co-benefits
HOR,s7_dsi,5,0.0,Diversity and inclusion
HOR,s8_est,5,1.0,"Education, skills and training"
HOR,s9_ee,4,0.0,Ecological emergency
HPL,s1_gov,21,0.0,"Governance, development and funding"
HPL,s2_m&a,18,0.0,Mitigation and adaptation
HPL,s3_c&a,7,0.0,Commitment and intergration
HPL,s4_coms,9,0.0,"Community, engagement and communications"
HPL,s5_mset,5,0.0,Measuring and setting emissions targets
HPL,s6_cb,4,0.0,Co-benefits
HPL,s7_dsi,5,0.0,Diversity and inclusion
HPL,s8_est,5,0.0,"Education, skills and training"
HPL,s9_ee,4,0.0,Ecological emergency
HRT,s1_gov,21,6.0,"Governance, development and funding"
HRT,s2_m&a,18,11.0,Mitigation and adaptation
HRT,s3_c&a,5,4.0,Commitment and intergration
HRT,s4_coms,9,6.0,"Community, engagement and communications"
HRT,s5_mset,5,2.0,Measuring and setting emissions targets
HRT,s6_cb,4,4.0,Co-benefits
HRT,s7_dsi,5,0.0,Diversity and inclusion
HRT,s8_est,5,2.0,"Education, skills and training"
HRT,s9_ee,4,1.0,Ecological emergency
HRW,s1_gov,21,13.0,"Governance, development and funding"
HRW,s2_m&a,18,13.0,Mitigation and adaptation
HRW,s3_c&a,7,5.0,Commitment and intergration
HRW,s4_coms,9,3.0,"Community, engagement and communications"
HRW,s5_mset,5,4.0,Measuring and setting emissions targets
HRW,s6_cb,4,2.0,Co-benefits
HRW,s7_dsi,5,2.0,Diversity and inclusion
HRW,s8_est,5,4.0,"Education, skills and training"
HRW,s9_ee,4,3.0,Ecological emergency
HRY,s1_gov,21,15.0,"Governance, development and funding"
HRY,s2_m&a,18,11.0,Mitigation and adaptation
HRY,s3_c&a,7,6.0,Commitment and intergration
HRY,s4_coms,9,6.0,"Community, engagement and communications"
HRY,s5_mset,5,5.0,Measuring and setting emissions targets
HRY,s6_cb,4,2.0,Co-benefits
HRY,s7_dsi,5,2.0,Diversity and inclusion
HRY,s8_est,5,3.0,"Education, skills and training"
HRY,s9_ee,4,3.0,Ecological emergency
HUN,s1_gov,21,0.0,"Governance, development and funding"
HUN,s2_m&a,18,0.0,Mitigation and adaptation
HUN,s3_c&a,7,0.0,Commitment and intergration
HUN,s4_coms,9,0.0,"Community, engagement and communications"
HUN,s5_mset,5,0.0,Measuring and setting emissions targets
HUN,s6_cb,4,0.0,Co-benefits
HUN,s7_dsi,5,0.0,Diversity and inclusion
HUN,s8_est,5,0.0,"Education, skills and training"
HUN,s9_ee,4,0.0,Ecological emergency
HYN,s1_gov,21,0.0,"Governance, development and funding"
HYN,s2_m&a,18,0.0,Mitigation and adaptation
HYN,s3_c&a,7,0.0,Commitment and intergration
HYN,s4_coms,9,0.0,"Community, engagement and communications"
HYN,s5_mset,5,0.0,Measuring and setting emissions targets
HYN,s6_cb,4,0.0,Co-benefits
HYN,s7_dsi,5,0.0,Diversity and inclusion
HYN,s8_est,5,0.0,"Education, skills and training"
HYN,s9_ee,4,0.0,Ecological emergency
IOS,s1_gov,21,0.0,"Governance, development and funding"
IOS,s2_m&a,18,0.0,Mitigation and adaptation
IOS,s3_c&a,7,0.0,Commitment and intergration
IOS,s4_coms,9,0.0,"Community, engagement and communications"
IOS,s5_mset,5,0.0,Measuring and setting emissions targets
IOS,s6_cb,4,0.0,Co-benefits
IOS,s7_dsi,5,0.0,Diversity and inclusion
IOS,s8_est,5,0.0,"Education, skills and training"
IOS,s9_ee,4,0.0,Ecological emergency
IOW,s1_gov,21,12.0,"Governance, development and funding"
